id,reference_id,name,address,slug,food_type,food_type1,food_type2,food_type3,food_type4,food_type5,food_type6,food_type7,food_type8
,9bb88ca4510407367bc7f2592775ac5aa69f933d,"Rockos Burger Joint","201 Emmet Rd, Inchicore, Dublin, Ireland",rockos-burger-joint,Burger
,0bfe86aa4ad791e3f18a60a4ac4f930c9dbfe900,"Eddie Rocket's City Diner","Unit 311 Blanchardstown Shopping Centre, Blanchardstown, Dublin 15, Ireland",eddie-rockets-city-diner,Burger
,40002a04b613fc7134dcbf49501da3ef367aca3e,"Wing's Gourmet Burger","46 - 49 O’Connell Street Upper, Opposite Gresham Hotel & Savoy Cinema, Dublin 1, Dublin, Ireland",wings-gourmet-burger,Burger
,2c6d3b7cd378e5552dae5fca5e9af2c1f9661a8d,"BóBós Burgers Restaurant","74 Abbey Street Middle, Dublin Northside, Dublin 1, Ireland",bbs-burgers-restaurant,Burger
,80b39211e30d322b8abbf9078c55bf2f6d2b8e74,"Eddie Rocket's City Diner","Unit K Town Square, Dundrum Town Centre, Dublin 16, Ireland",eddie-rockets-city-diner,Burger
,4948faa559d51dabd2cb1d2701d4399185cd21df,"Eddie Rocket's City Diner","17 Wexford St, Dublin, Co. Dublin City, DUBLIN 2, Ireland",eddie-rockets-city-diner,Burger
,8ce21c22ad44f7499974aebc4fa5086610bae735,"Burger King","6 Baggot Street Upper, Dublin 4, D04 VY05, Ireland",burger-king,Burger
,e0eee5c7c52025be7b7da0229a80c63c09c28ea2,"Captain Americas","44 Grafton Street, Dublin 2, D02 CA21, Ireland",captain-americas,Burger
,dc4cee882569b24b5e3438bf4abfc25ccee9982b,"Eddie Rocket's City Diner","77 Dame St, Dublin 2, Ireland",eddie-rockets-city-diner,Burger
,c7eae7af8322d726e68eef9640f1ac49522ece38,"Farmer Browns Bath Avenue","25A Bath Ave, Dublin 4, Ireland",farmer-browns-bath-avenue,Burger
,8c8e558bd77e256f457e5879274195a2cbe1dcc5,"Burger King","Mary Street, North City, Dublin, Ireland",burger-king,Burger
,449709ce21d9bd394fb7f22ea454525cb73ef575,"Burger King Tallaght","Saint Catherine, 22 Radharc Choill an Rí, Belgard, Dublin 24, D24 R7YV, Ireland",burger-king-tallaght,Burger
